Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
32, 2, JeffreyPineBeetle, 935, 148, 850904, 1.93, 751.39, 4.8, 
32, 2, MountainPineBeetle, 554, 131, 437385, 1.35, 751.39, 4.8, 
32, 3, MountainPineBeetle, 1152, 286, 782665, 2.9, 751.39, 4.8, 
32, 1, FirEngraver, 1059, 60, 868828, 1, 751.39, 4.8, 
32, 2, FirEngraver_Peak, 10374, 778, 7965636, 1.99, 751.39, 4.8, 
32, 1, WPineBeetle, 343, 60, 211699, 1.27, 751.39, 4.8, 
33, 2, JeffreyPineBeetle, 1525, 221, 1160590, 1.7, 751.35, 6.38, 
33, 2, JeffreyPineBeetle, 973, 146, 809922, 1.95, 751.35, 6.38, 
33, 1, MountainPineBeetle, 336, 84, 262154, 1, 751.35, 6.38, 
33, 2, MountainPineBeetle, 833, 188, 592531, 2.15, 751.35, 6.38, 
33, 3, FirEngraver, 2826, 176, 2243498, 1.06, 751.35, 6.38, 
33, 3, FirEngraver_Peak, 16761, 1164, 12727188, 2.11, 751.35, 6.38, 
33, 2, WPineBeetle, 676, 133, 419992, 2.18, 751.35, 6.38, 
33, 2, WPineBeetle_peak, 3269, 572, 2254098, 2.61, 751.35, 6.38, 
34, 1, JeffreyPineBeetle, 679, 107, 509671, 1, 748.31, 8.43, 
34, 3, JeffreyPineBeetle, 1233, 193, 949430, 2.13, 748.31, 8.43, 
34, 1, MountainPineBeetle, 319, 78, 251471, 1, 748.31, 8.43, 
34, 3, MountainPineBeetle, 976, 264, 702909, 2.9, 748.31, 8.43, 
34, 3, FirEngraver, 3334, 171, 2594800, 1.05, 748.31, 8.43, 
34, 1, FirEngraver_Peak, 5003, 375, 3818946, 1, 748.31, 8.43, 
34, 3, WPineBeetle, 1190, 212, 726529, 2.55, 748.31, 8.43, 
34, 3, WPineBeetle_peak, 4659, 844, 3096101, 2.81, 748.31, 8.43, 
35, 2, JeffreyPineBeetle, 1564, 226, 1246700, 1.73, 750.79, 8.14, 
35, 3, JeffreyPineBeetle, 989, 175, 838812, 2.09, 750.79, 8.14, 
35, 2, MountainPineBeetle, 573, 142, 455408, 1.31, 750.79, 8.14, 
35, 1, MountainPineBeetle, 460, 109, 273123, 1.18, 750.79, 8.14, 
35, 1, FirEngraver, 1098, 65, 870077, 1, 750.79, 8.14, 
35, 2, FirEngraver_Peak, 9777, 713, 7448048, 1.99, 750.79, 8.14, 
35, 3, WPineBeetle, 913, 175, 597142, 2.43, 750.79, 8.14, 
35, 1, WPineBeetle_peak, 1378, 253, 851227, 1.61, 750.79, 8.14, 
36, 3, JeffreyPineBeetle, 2023, 319, 1711309, 2.04, 702.43, 7.61, 
36, 2, JeffreyPineBeetle, 808, 135, 725933, 1.91, 702.43, 7.61, 
36, 3, MountainPineBeetle, 979, 227, 784524, 1.84, 702.43, 7.61, 
36, 3, MountainPineBeetle, 1124, 268, 849403, 2.87, 702.43, 7.61, 
36, 2, FirEngraver, 1667, 115, 1370472, 1, 702.43, 7.61, 
36, 1, FirEngraver_Peak, 4510, 348, 3538468, 1, 702.43, 7.61, 
36, 3, WPineBeetle, 864, 150, 493952, 2.51, 702.43, 7.61, 
36, 1, WPineBeetle_peak, 1128, 236, 786962, 1.62, 702.43, 7.61, 
37, 1, JeffreyPineBeetle, 560, 88, 457488, 1, 707.05, 6.4, 
37, 3, JeffreyPineBeetle, 1010, 172, 918302, 2.1, 707.05, 6.4, 
37, 3, MountainPineBeetle, 833, 220, 703878, 1.82, 707.05, 6.4, 
37, 1, MountainPineBeetle, 329, 95, 266069, 1.15, 707.05, 6.4, 
37, 3, FirEngraver, 2402, 152, 1878321, 1.05, 707.05, 6.4, 
37, 2, FirEngraver_Peak, 9040, 655, 6981193, 1.98, 707.05, 6.4, 
37, 3, WPineBeetle, 891, 176, 672583, 2.37, 707.05, 6.4, 
37, 1, WPineBeetle_peak, 1146, 217, 729786, 1.55, 707.05, 6.4, 
38, 2, JeffreyPineBeetle, 1244, 195, 1052241, 1.68, 708.06, 9.6, 
38, 1, JeffreyPineBeetle, 270, 51, 228314, 1, 708.06, 9.6, 
38, 1, MountainPineBeetle, 259, 66, 181952, 1, 708.06, 9.6, 
38, 1, MountainPineBeetle, 354, 93, 252106, 1.17, 708.06, 9.6, 
38, 2, FirEngraver, 1688, 102, 1257910, 1, 708.06, 9.6, 
38, 3, FirEngraver_Peak, 13190, 1023, 10245019, 2.12, 708.06, 9.6, 
38, 3, WPineBeetle, 822, 163, 591940, 2.41, 708.06, 9.6, 
38, 2, WPineBeetle_peak, 2207, 428, 1523289, 2.43, 708.06, 9.6, 
39, 3, JeffreyPineBeetle, 1941, 285, 1609846, 2.02, 712.14, 2.41, 
39, 1, MountainPineBeetle, 218, 66, 236441, 1, 712.14, 2.41, 
39, 2, FirEngraver, 1595, 105, 1175783, 1, 712.14, 2.41, 
39, 2, FirEngraver_Peak, 9202, 673, 7006446, 1.99, 712.14, 2.41, 
40, 3, JeffreyPineBeetle, 1690, 271, 1353356, 2.03, 714.15, 5.24, 
40, 2, JeffreyPineBeetle, 576, 105, 544098, 1.92, 714.15, 5.24, 
40, 2, MountainPineBeetle, 506, 118, 432764, 1.37, 714.15, 5.24, 
40, 2, MountainPineBeetle, 744, 188, 546667, 2.15, 714.15, 5.24, 
40, 1, FirEngraver, 809, 49, 577083, 1, 714.15, 5.24, 
40, 1, FirEngraver_Peak, 4423, 339, 3552058, 1, 714.15, 5.24, 
40, 1, WPBR_chronic, 4, 1, 1200, 1, 714.15, 5.24, 
40, 2, WPineBeetle, 419, 86, 253451, 1.99, 714.15, 5.24, 
40, 3, WPineBeetle_peak, 2977, 583, 2021156, 2.69, 714.15, 5.24, 
41, 3, JeffreyPineBeetle, 1711, 275, 1489501, 2.04, 716.95, 7.8, 
41, 2, JeffreyPineBeetle, 894, 139, 842770, 1.95, 716.95, 7.8, 
41, 3, MountainPineBeetle, 846, 202, 678964, 1.86, 716.95, 7.8, 
41, 1, MountainPineBeetle, 456, 104, 331824, 1.39, 716.95, 7.8, 
41, 2, FirEngraver, 1876, 111, 1514648, 1, 716.95, 7.8, 
41, 1, FirEngraver_Peak, 4290, 340, 3452232, 1, 716.95, 7.8, 
41, 3, WPineBeetle, 757, 152, 527773, 2.5, 716.95, 7.8, 
41, 2, WPineBeetle_peak, 2355, 438, 1733628, 2.48, 716.95, 7.8, 
